created_at,source,original_text,cleaned_text,sentiment,polarity,subjectivity,lang,favorite_count,retweet_count,original_author,screen_count,followers_count,friends_count,possibly_sensitive,hashtags,user_mentions,place,place_coord_boundaries
Fri Jun 18 23:17:37 +0000 2021,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","RT @WHO: @DrTedros ""Less than 2% of Africa’s population has been vaccinated.

Vaccines donated next year will be far too late for those who…","@DrTedros ""Less than 2% of Africa’s population has been vaccinated.

Vaccines donated next year will be far too late for those who are dying today, or being infected today, or at risk today""-@DrTedros #COVID19 #VaccinEquity","Sentiment(polarity=-0.09166666666666666, subjectivity=0.41666666666666663)",-0.09166666666666666,0.41666666666666663,en,63.0,35.0,Traceva001,12838,1514,4273,,,WHO,"London, England",
Fri Jun 18 23:18:05 +0000 2021,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",RT @shawajason: Liars. You tried to load off your expired vaccines. Just another war crime by Israel. https://t.co/TI0vK8DQLw,,,,,en,477.0,306.0,aneesafalasteen,40235,3283,3875,False,,shawajason,Planet Earth,
Fri Jun 18 23:18:10 +0000 2021,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","RT @WHO: @DrTedros @G7 ""WHO will continue to support countries to apply public health and social measures to keep people safe. And we conti…","@DrTedros @G7 ""WHO will continue to support countries to apply public health and social measures to keep people safe. And we continue to support countries to ready their systems and plans to rollout vaccines once they get them""-@DrTedros #COVID19","Sentiment(polarity=0.18333333333333335, subjectivity=0.2833333333333333)",0.18333333333333335,0.2833333333333333,en,43.0,12.0,Traceva001,12843,1514,4273,,,WHO,"London, England",
Fri Jun 18 23:18:19 +0000 2021,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","RT @WHO: @DrTedros @G7 ""But we do not control the global supply of #COVID19 vaccines. The countries and companies that do must play their p…","@DrTedros @G7 ""But we do not control the global supply of #COVID19 vaccines. The countries and companies that do must play their part to produce more, and share more to achieve WHO’s global targets""-@DrTedros #VaccinEquity 

https://t.co/iEA03yXG0T","Sentiment(polarity=0.25, subjectivity=0.25)",0.25,0.25,en,42.0,12.0,Traceva001,12844,1514,4273,,COVID19,WHO,"London, England",
Fri Jun 18 23:18:23 +0000 2021,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","RT @WHO: @DrTedros @G7 ""We continue to explore every avenue for increasing production of vaccines, esp. in Africa, and we will have more to…","@DrTedros @G7 ""We continue to explore every avenue for increasing production of vaccines, esp. in Africa, and we will have more to say about that on Monday. 
And even as we continue to respond to the #COVID19 pandemic, our regular work continues, across the spectrum of health issues""-@DrTedros","Sentiment(polarity=0.25, subjectivity=0.28846153846153844)",0.25,0.28846153846153844,en,32.0,10.0,Traceva001,12845,1514,4273,,,WHO,"London, England",
Fri Jun 18 23:18:40 +0000 2021,"<a href=""https://www.sprinklr.com"" rel=""nofollow"">Sprinklr</a>","#India, the world’s largest manufacturer of vaccines, wants to resume exports of coronavirus doses but can’t do so… https://t.co/RWWukpzaWd",,,,,en,,,AlArabiya_Eng,291340,887874,45,False,India,,Dubai,
Fri Jun 18 23:18:43 +0000 2021,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","RT @DrTedros: The #COVID19 virus is moving faster than the global distribution of vaccines. To end the pandemic, our shared goal must be to…","The #COVID19 virus is moving faster than the global distribution of vaccines. To end the pandemic, our shared goal must be to vaccinate at least 70% of the world’s population by the time the @G7 meets again in 🇩🇪 next year. To do that, we need 11 billion doses. #VaccinEquity https://t.co/l6CIzi2ruu","Sentiment(polarity=-0.09999999999999999, subjectivity=0.13333333333333333)",-0.09999999999999999,0.13333333333333333,en,661.0,327.0,juancarlossaid,9670,28546,2257,,COVID19,DrTedros,"Santiago, Chile",
Fri Jun 18 23:18:46 +0000 2021,"<a href=""https://plutonic.co.in"" rel=""nofollow"">Corona Virus Update Bot</a>","RT @AlArabiya_Eng: #India, the world’s largest manufacturer of vaccines, wants to resume exports of coronavirus doses but can’t do so until…","#India, the world’s largest manufacturer of vaccines, wants to resume exports of coronavirus doses but can’t do so until its domestic needs are met, the head of the country’s #coronavirus task force says.

#COVID19

https://t.co/0c4ttvYagf","Sentiment(polarity=0.1, subjectivity=0.1)",0.1,0.1,en,0.0,1.0,CoronaUpdateBot,677654,1267,2,,India,AlArabiya_Eng,,
Fri Jun 18 23:19:27 +0000 2021,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","RT @paulreiddublin: Every day that supplies allow for further vaccines, we see the benefits. We're now down to 44 positive #COVID19 inpatie…","Every day that supplies allow for further vaccines, we see the benefits. We're now down to 44 positive #COVID19 inpatients in hospital, 15 of those in ICU. 21 hospitals with just one case or less. Huge credit to public support &amp; for the take up of vaccines here. @HSELive","Sentiment(polarity=0.050841750841750855, subjectivity=0.39461279461279464)",0.050841750841750855,0.39461279461279464,en,189.0,17.0,GOConnor2000,2662,761,1882,,COVID19,paulreiddublin,"Waterford, Ireland",
Fri Jun 18 23:19:55 +0000 2021,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","RT @TelGlobalHealth: 🚨Africa is ""in the midst of a full-blown third wave"" of coronavirus, the head of @WHOAFRO has warned

Cases have risen…","🚨Africa is ""in the midst of a full-blown third wave"" of coronavirus, the head of @WHOAFRO has warned

Cases have risen across the continent by more than 20% and deaths have also risen by 15% in the last week

@jriggers reports ~ 🧵
https://t.co/CRDhqPHFWM","Sentiment(polarity=0.16666666666666666, subjectivity=0.18888888888888888)",0.16666666666666666,0.18888888888888888,en,600.0,672.0,LifeOfYara,11522,1318,4011,,,TelGlobalHealth,Sunny AZ,
Fri Jun 18 23:20:06 +0000 2021,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>",RT @ProfPMiddleton: .@NicolaSturgeon reports that whereas around 13% of positive #Covid19 cases ended up in hospital at the beginning of th…,".@NicolaSturgeon reports that whereas around 13% of positive #Covid19 cases ended up in hospital at the beginning of the year, it is now down to around 5%. This shows the vaccines are having an effect.","Sentiment(polarity=0.03585858585858584, subjectivity=0.4171717171717172)",0.03585858585858584,0.4171717171717172,en,58.0,17.0,annemac33,33760,1788,1851,,Covid19,ProfPMiddleton, Scotland,
Fri Jun 18 23:20:58 +0000 2021,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","RT @AlArabiya_Eng: #India, the world’s largest manufacturer of vaccines, wants to resume exports of coronavirus doses but can’t do so until…","#India, the world’s largest manufacturer of vaccines, wants to resume exports of coronavirus doses but can’t do so until its domestic needs are met, the head of the country’s #coronavirus task force says.

#COVID19

https://t.co/0c4ttvYagf","Sentiment(polarity=0.1, subjectivity=0.1)",0.1,0.1,en,4.0,2.0,SarahMya2000,27823,169,5003,,India,AlArabiya_Eng,,
Fri Jun 18 23:20:58 +0000 2021,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",RT @AlArabiya_Eng: The Palestinian Authority (PA) cancels a deal to receive soon-to-expire #COVID19 vaccines from #Israel after an initial…,"The Palestinian Authority (PA) cancels a deal to receive soon-to-expire #COVID19 vaccines from #Israel after an initial Israeli shipment showed an expiration date sooner than had been agreed, the PA health minister says.

https://t.co/SLikyMpZd7","Sentiment(polarity=0.0, subjectivity=0.0)",0.0,0.0,en,8.0,11.0,KevOC1916,21348,1257,1681,,COVID19,AlArabiya_Eng,,
Fri Jun 18 23:21:16 +0000 2021,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","RT @AIPAC: Israel is helping save Palestinian lives.

While the Palestinian Authority has full responsibility for Palestinian healthcare in…","Israel is helping save Palestinian lives.

While the Palestinian Authority has full responsibility for Palestinian healthcare in the West Bank and Gaza under the 1995 Oslo II Accords, Israel is sending more than 1 million vaccine doses to help it fight #COVID19.

#ThisIsIsrael","Sentiment(polarity=0.425, subjectivity=0.525)",0.425,0.525,en,78.0,22.0,inkstreamer1,5,0,3,,,AIPAC,,
Fri Jun 18 23:21:25 +0000 2021,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","RT @Milhouse_Van_Ho: New York is fully open and Michigan will be fully open by June 22. And Québec is much further along than Ontario.

As…","New York is fully open and Michigan will be fully open by June 22. And Québec is much further along than Ontario.

As our neighbours move on it's time for us to follow. 

@fordnation open Ontario 100% and drop the mask mandate too.","Sentiment(polarity=0.02727272727272727, subjectivity=0.4909090909090909)",0.02727272727272727,0.4909090909090909,en,260.0,94.0,LynnMacEwan,5323,85,336,,,Milhouse_Van_Ho,"Ottawa, Ontario",
Fri Jun 18 23:22:02 +0000 2021,"<a href=""https://help.twitter.com/en/using-twitter/how-to-tweet#source-labels"" rel=""nofollow"">Vaccine finder</a>","Pin Code:[411038] 
BSM-Deenanath Hosp Pvt PMC
Vaccines: COVISHIELD,
Min Age Limit: [18,45],
Dose1 Capacity: 906,0,… https://t.co/R7aJUaLUaZ",,,,,en,,,PuneUpdater,4636,88,0,,,,,
Fri Jun 18 23:22:02 +0000 2021,"<a href=""https://help.twitter.com/en/using-twitter/how-to-tweet#source-labels"" rel=""nofollow"">Vaccine finder</a>","Pin Code:[411004] 
BMCC-DEENANATH HOSPITAL PVT
Vaccines: COVISHIELD,
Min Age Limit: [18,45],
Dose1 Capacity: 186,26… https://t.co/ypfywYtdRc",,,,,en,,,PuneUpdater,4636,88,0,,,,,
Fri Jun 18 23:22:34 +0000 2021,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","ISRAEL the ""only country"" in history who has brought in Black people from Africa NOT to work or be slaves, but to b… https://t.co/n8Zwqkk70v",,,,,en,,,cominghome_m,8094,60,136,,,,"Michigan, USA",
Fri Jun 18 23:22:44 +0000 2021,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",RT @stevelanebitch: Michigan opens 100% indoor/outdoors and drops masks June 22nd. @fordnation looks like a inept coward. Open Ontario 100%…,Michigan opens 100% indoor/outdoors and drops masks June 22nd. @fordnation looks like a inept coward. Open Ontario 100% now.,"Sentiment(polarity=0.0, subjectivity=0.5)",0.0,0.5,en,14.0,8.0,ProlongingCovid,53784,1152,494,,,stevelanebitch,On Gab at ChloroquineGuerilla2,
Fri Jun 18 23:22:49 +0000 2021,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","RT @DrEricDing: 11) But is it just a SinoVac issue though? Unclear, in a Calgary 🇨🇦 hospital, or the 6 #DeltaVariant infected healthcare wo…","11) But is it just a SinoVac issue though? Unclear, in a Calgary 🇨🇦 hospital, or the 6 #DeltaVariant infected healthcare workers, 5 were fully vaccinated with 2 doses of mRNA vaccines too. That sparked infection across different units of the hospital. Delta is a problem.","Sentiment(polarity=0.0, subjectivity=0.6)",0.0,0.6,en,144.0,73.0,IronSocialist,66622,629,4996,,DeltaVariant,DrEricDing,"San Fransisco, California",
Fri Jun 18 23:23:12 +0000 2021,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",I want to thank the @CDCgov for reaching out to me. I had temporary adverse side effects from Moderna vaccines due… https://t.co/7Kjck884yL,,,,,en,,,sum1star,135529,6128,5943,,,CDCgov,Hells Canyon ,
Fri Jun 18 23:23:13 +0000 2021,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",RT @shawajason: Liars. You tried to load off your expired vaccines. Just another war crime by Israel. https://t.co/TI0vK8DQLw,,,,,en,481.0,307.0,kjm01sh522,324496,1334,2186,False,,shawajason,Malaysia,
Fri Jun 18 23:23:45 +0000 2021,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",RT @shawajason: Liars. You tried to load off your expired vaccines. Just another war crime by Israel. https://t.co/MBBXzCwqqZ https://t.co/…,,,,,en,481.0,308.0,mutalabala,389517,8945,9318,False,,shawajason,Canada,
Fri Jun 18 23:23:49 +0000 2021,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","What kind of demonstration stipulates that Palestine can't give any vaccine to Palestinians in #GazaStrip?
Or that… https://t.co/T0Z8orerfD",,,,,en,,,Hena201,17718,195,187,False,GazaStrip,,"east coast, USA",
Fri Jun 18 23:23:54 +0000 2021,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","RT @EpochTimesChina: Over 350 doctors and medical workers have caught #COVID19 in #Indonesia despite being vaccinated with #Sinovac, and do…","Over 350 doctors and medical workers have caught #COVID19 in #Indonesia despite being vaccinated with #Sinovac, and dozens have been hospitalized, officials said, as concerns grow about the efficacy of some #Vaccines against more infectious variants. https://t.co/Io7EPbSLUN","Sentiment(polarity=0.25, subjectivity=0.25)",0.25,0.25,en,50.0,33.0,anapaul57464044,8223,77,183,,COVID19,EpochTimesChina,"São Paulo, Brasil",
Fri Jun 18 23:23:57 +0000 2021,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","RT @Jerusalem_Post: Prime Minister #NaftaliBennett accomplished what #BenjaminNetanyahu never managed to do, transforming the #COVID19 vacc…","Prime Minister #NaftaliBennett accomplished what #BenjaminNetanyahu never managed to do, transforming the #COVID19 vaccines into a positive public relations coup for Israel.

Analysis by @MaayanJaffe 

https://t.co/wmS9hAMteP","Sentiment(polarity=0.14242424242424243, subjectivity=0.3707070707070707)",0.14242424242424243,0.3707070707070707,en,13.0,6.0,DKfins,2855,59,236,,NaftaliBennett,Jerusalem_Post,,
Fri Jun 18 23:24:02 +0000 2021,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","PHE Analysis show
2 Doses of #PfizerBiontech vaccine is 96% Effective Against Hospitalisation, and 2 Doses #Oxford… https://t.co/fYvzxRRdT5",,,,,en,,,MunaAmina,45818,1670,604,False,PfizerBiontech,,,
Fri Jun 18 23:24:27 +0000 2021,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>",RT @GebauerKen: @robinmonotti2 @RiseOfTheProles BTW🤔🤔Covid19 deaths are super inflated by a rigged PCR test! Using a survival rate of the C…,@robinmonotti2 @RiseOfTheProles BTW🤔🤔Covid19 deaths are super inflated by a rigged PCR test! Using a survival rate of the Covid19 virus of 99.97% the death by vaccines comparison is infinitely higher -try ~1 million times more likely to die by the Covid19 shot than the “actual” virus!! 😳😳😳😳😳😳😳😳😳😳😳 https://t.co/oocr6CtzQZ,"Sentiment(polarity=0.2333333333333333, subjectivity=0.5533333333333333)",0.2333333333333333,0.5533333333333333,en,5.0,6.0,waldron_pj,29848,1757,3933,,,GebauerKen,,
Fri Jun 18 23:24:41 +0000 2021,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",RT @shawajason: Liars. You tried to load off your expired vaccines. Just another war crime by Israel. https://t.co/TI0vK8DQLw,,,,,en,482.0,309.0,CaptainTaroZ_01,27636,411,578,False,,shawajason,,
Fri Jun 18 23:24:47 +0000 2021,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","RT @newsgovhk: About 3,130,900 doses of #COVID19 vaccines have been administered to the public, with about 1,882,900 people receiving their…","About 3,130,900 doses of #COVID19 vaccines have been administered to the public, with about 1,882,900 people receiving their first dose and around 1,248,000 getting their second dose #EarlyVaccinationForAll https://t.co/qJT810hmxz","Sentiment(polarity=0.08333333333333333, subjectivity=0.13333333333333333)",0.08333333333333333,0.13333333333333333,en,4.0,3.0,DC_Pascoe,1020,603,1041,,COVID19,newsgovhk,Hong Kong,
Fri Jun 18 23:24:48 +0000 2021,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","I’m in this picture: dose #2, baby!",,,,,en,,,TheRebelNovice,1907,137,1551,,,,The Hills,
Fri Jun 18 23:25:12 +0000 2021,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","RT @Rona19Stats: SA #COVID19 Vaccinations Stats: 18 June 2021

Surpassed 2M mark for vaccines administered
Another all-time high! Nearing 1…","SA #COVID19 Vaccinations Stats: 18 June 2021

Surpassed 2M mark for vaccines administered
Another all-time high! Nearing 100k daily doses

Administered Today: 95 247
Total Administered: 2 069 346
Remaining: 1 641 134 https://t.co/xvAllreVJn","Sentiment(polarity=0.06666666666666667, subjectivity=0.43)",0.06666666666666667,0.43,en,15.0,9.0,goodman98890063,45347,345,631,,COVID19,Rona19Stats,,
Fri Jun 18 23:25:20 +0000 2021,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","RT @DrTedros: The #COVID19 virus is moving faster than the global distribution of vaccines. To end the pandemic, our shared goal must be to…","The #COVID19 virus is moving faster than the global distribution of vaccines. To end the pandemic, our shared goal must be to vaccinate at least 70% of the world’s population by the time the @G7 meets again in 🇩🇪 next year. To do that, we need 11 billion doses. #VaccinEquity https://t.co/l6CIzi2ruu","Sentiment(polarity=-0.09999999999999999, subjectivity=0.13333333333333333)",-0.09999999999999999,0.13333333333333333,en,662.0,328.0,camiabarca,310016,656,1860,,COVID19,DrTedros,"Santiago, Chile",
Fri Jun 18 23:25:47 +0000 2021,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","RT @DrLiMengYAN1: President Biden made a clear &amp; powerful statement of investigation of #COVID19:
-G7 communique will change the world’s at…","President Biden made a clear &amp; powerful statement of investigation of #COVID19:
-G7 communique will change the world’s attitudes to CCP China
-CCP pretends to be helpful &amp; promote vaccines
-But the world won’t listen to China. People can see the results!
#UnrestrictedBioweapon","Sentiment(polarity=0.23750000000000002, subjectivity=0.6916666666666667)",0.23750000000000002,0.6916666666666667,en,1152.0,820.0,Simon_Gin_Guo,3591,34,101,,COVID19,DrLiMengYAN1,,
Fri Jun 18 23:25:53 +0000 2021,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",RT @shawajason: Liars. You tried to load off your expired vaccines. Just another war crime by Israel. https://t.co/TI0vK8DQLw,,,,,en,484.0,310.0,Abbasynia,9134,539,239,False,,shawajason,London,
Fri Jun 18 23:25:59 +0000 2021,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","RT @ClimatismBlog: Human trials update … 
https://t.co/HWZ6FKRzQI
#COVIDVaccination💉
 #Covid19⛓",,,,,en,1.0,2.0,Daydreima,4307,70,258,False,COVIDVaccination,ClimatismBlog,Australia,
Fri Jun 18 23:26:04 +0000 2021,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",RT @PeterHotez: I think it’s important that we don’t sell COVAX short. It still has a lot going for it and is innovative in its design. But…,I think it’s important that we don’t sell COVAX short. It still has a lot going for it and is innovative in its design. But it needs more vaccines to share.  We’re hoping our low cost @TexasChildrens recombinant protein COVID19 vaccine with @biological_e will help fill some gaps https://t.co/DGvCaXmWfI,"Sentiment(polarity=0.27999999999999997, subjectivity=0.6199999999999999)",0.27999999999999997,0.6199999999999999,en,73.0,24.0,rbsuesam,98540,514,3663,,,PeterHotez,"Grapevine, TX",
Fri Jun 18 23:26:04 +0000 2021,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",#Chumakov: A number of the #LDCs received 🇷🇺 assistance to struggle the pandemic. The primary consignments of the… https://t.co/UaZeGDUJAu,,,,,en,,,RussiaUN,29171,60848,1432,,Chumakov,,"New York, USA",
Fri Jun 18 23:26:07 +0000 2021,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","RT @MinorityHealth: #Men, still have questions about getting vaccinated against #COVID19? Don’t let #WearBlueDay end without getting the fa…","#Men, still have questions about getting vaccinated against #COVID19? Don’t let #WearBlueDay end without getting the facts about #COVID19 vaccines. Be #VaccineReady and find a vaccination provider near you: https://t.co/Tyvhtwecmp https://t.co/ghQ0VDdVa0","Sentiment(polarity=0.1, subjectivity=0.4)",0.1,0.4,en,2.0,3.0,Derricklneal22,2303,277,382,,Men,MinorityHealth,Round Rock Texas,
Fri Jun 18 23:26:17 +0000 2021,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",RT @stevelanebitch: Michigan opens 100% indoor/outdoors and drops masks June 22nd. @fordnation looks like a inept coward. Open Ontario 100%…,Michigan opens 100% indoor/outdoors and drops masks June 22nd. @fordnation looks like a inept coward. Open Ontario 100% now.,"Sentiment(polarity=0.0, subjectivity=0.5)",0.0,0.5,en,17.0,9.0,shibby3235,15246,806,2983,,,stevelanebitch,"St. Catharines, Ontario",
Fri Jun 18 23:26:21 +0000 2021,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","RT @CDCgov: How do we know #COVID19 vaccines are safe?

CDC &amp; @US_FDA have safety monitoring systems to make sure every vaccine is as safe…","How do we know #COVID19 vaccines are safe?

CDC &amp; @US_FDA have safety monitoring systems to make sure every vaccine is as safe as possible. One system, VAERS, records adverse events from patients and doctors and can signal a potential safety issue. More: https://t.co/xSe61xdKcE. https://t.co/MEreGYnKPK","Sentiment(polarity=0.3333333333333333, subjectivity=0.7314814814814815)",0.3333333333333333,0.7314814814814815,en,98.0,58.0,drrafael_md,10848,1667,1540,,COVID19,CDCgov,"Puerto Rico, USA",
Fri Jun 18 23:26:39 +0000 2021,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","Four months can be a long time in this pandemic. 
Just ask @TheEconomist, which forecast it would take until mid-20… https://t.co/IfrIE1aGCg",,,,,en,,,PatriciaTreble,29927,3789,693,,,TheEconomist,Toronto,
Fri Jun 18 23:26:43 +0000 2021,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",RT @SABCNews: South Africa has recorded 10 510 new #coronavirus cases bringing the total to 1 796 589. The Department of Health has also re…,"South Africa has recorded 10 510 new #coronavirus cases bringing the total to 1 796 589. The Department of Health has also reported 118 more deaths, bringing the total to 58 411. https://t.co/ipdMNdWmPV","Sentiment(polarity=0.1590909090909091, subjectivity=0.6136363636363636)",0.1590909090909091,0.6136363636363636,en,57.0,43.0,goodman98890063,45349,345,631,,coronavirus,SABCNews,,
Fri Jun 18 23:27:01 +0000 2021,"<a href=""https://buffer.com"" rel=""nofollow"">Buffer</a>","Some #COVID19 💉 have been developed with a new vaccine technology such as mRNA.

The mRNA vaccine technology has be… https://t.co/Uth5eNWyjn",,,,,en,,,KeniryBird,3662,1592,736,False,COVID19,,"Washington, DC",
Fri Jun 18 23:27:02 +0000 2021,"<a href=""https://help.twitter.com/en/using-twitter/how-to-tweet#source-labels"" rel=""nofollow"">Vaccine finder</a>","Pin Code:[411004] 
BMCC-DEENANATH HOSPITAL PVT
Vaccines: COVISHIELD,
Min Age Limit: [18,45],
Dose1 Capacity: 184,26… https://t.co/j2h6RVWXHL",,,,,en,,,PuneUpdater,4638,88,0,,,,,
Fri Jun 18 23:27:02 +0000 2021,"<a href=""https://help.twitter.com/en/using-twitter/how-to-tweet#source-labels"" rel=""nofollow"">Vaccine finder</a>","Pin Code:[411038] 
BSM-Deenanath Hosp Pvt PMC
Vaccines: COVISHIELD,
Min Age Limit: [18,45],
Dose1 Capacity: 905,0,… https://t.co/aJyh6CktsW",,,,,en,,,PuneUpdater,4638,88,0,,,,,
Fri Jun 18 23:27:16 +0000 2021,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",RT @shawajason: Liars. You tried to load off your expired vaccines. Just another war crime by Israel. https://t.co/MBBXzCwqqZ https://t.co/…,,,,,en,486.0,311.0,PointsNorthe,240731,1814,2313,False,,shawajason,,
Fri Jun 18 23:27:27 +0000 2021,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",RT @SABCNews: South Africa has recorded 10 510 new #coronavirus cases bringing the total to 1 796 589. The Department of Health has also re…,"South Africa has recorded 10 510 new #coronavirus cases bringing the total to 1 796 589. The Department of Health has also reported 118 more deaths, bringing the total to 58 411. https://t.co/ipdMNdWmPV","Sentiment(polarity=0.1590909090909091, subjectivity=0.6136363636363636)",0.1590909090909091,0.6136363636363636,en,59.0,44.0,StillKmp,27090,892,1570,,coronavirus,SABCNews,Namibia,
Fri Jun 18 23:27:36 +0000 2021,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",@kishor_nr Grunt has Australian Army Logistics. Stuffed up Covid19 delivery of vaccines 2 drs; states/territories;… https://t.co/2LLL8BNQb4,,,,,en,,,blacktown_a,575,18,818,,,kishor_nr,Sydney,
Fri Jun 18 23:28:07 +0000 2021,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",@DemMaj4Israel What kind of exchange deal stipulates that Palestine can't give any #vaccine to Palestinians in… https://t.co/xPOlguIKb8,,,,,en,,,Hena201,17719,195,187,False,vaccine,DemMaj4Israel,"east coast, USA",
Fri Jun 18 23:28:17 +0000 2021,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","RT @EpochTimesChina: Over 350 doctors and medical workers have caught #COVID19 in #Indonesia despite being vaccinated with #Sinovac, and do…","Over 350 doctors and medical workers have caught #COVID19 in #Indonesia despite being vaccinated with #Sinovac, and dozens have been hospitalized, officials said, as concerns grow about the efficacy of some #Vaccines against more infectious variants. https://t.co/Io7EPbSLUN","Sentiment(polarity=0.25, subjectivity=0.25)",0.25,0.25,en,51.0,34.0,Lxyjo_II,8395,83,209,,COVID19,EpochTimesChina,Land of hornbills,
Fri Jun 18 23:28:24 +0000 2021,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",RT @AlArabiya_Eng: The Palestinian Authority (PA) cancels a deal to receive soon-to-expire #COVID19 vaccines from #Israel after an initial…,"The Palestinian Authority (PA) cancels a deal to receive soon-to-expire #COVID19 vaccines from #Israel after an initial Israeli shipment showed an expiration date sooner than had been agreed, the PA health minister says.

https://t.co/SLikyMpZd7","Sentiment(polarity=0.0, subjectivity=0.0)",0.0,0.0,en,9.0,12.0,Asma_Jama11,15925,823,915,,COVID19,AlArabiya_Eng,"Minneapolis, MN",
Fri Jun 18 23:28:29 +0000 2021,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","RT @CDCDirector: I’m pleased to welcome the #WeCanDoThis bus to Atlanta today! Remember, there are 3 easy ways to find a #COVID19 vaccine n…","I’m pleased to welcome the #WeCanDoThis bus to Atlanta today! Remember, there are 3 easy ways to find a #COVID19 vaccine near you:  
🔍 Search https://t.co/d2PDWIps8o  
📱Text your ZIP code to 438829  
📞 Call 1-800-232-0233 https://t.co/AMmcMmCtiP","Sentiment(polarity=0.5083333333333333, subjectivity=0.7833333333333333)",0.5083333333333333,0.7833333333333333,en,900.0,292.0,4evrmomof4,439463,4610,5086,,WeCanDoThis,CDCDirector,Universe of Interactive Media ,
Fri Jun 18 23:28:40 +0000 2021,"<a href=""https://tapbots.com/software/tweetbot/mac"" rel=""nofollow"">Tweetbot for Mac</a>",RT @shawajason: Liars. You tried to load off your expired vaccines. Just another war crime by Israel. https://t.co/MBBXzCwqqZ https://t.co/…,,,,,en,486.0,312.0,seventoes,27908,389,565,False,,shawajason,Unceded Ohlone Land,
Fri Jun 18 23:28:46 +0000 2021,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","Hi @idriselba 
Did you get well against #COVID19 or you waiting for results from Africa to take your stand? I'm nob… https://t.co/ARGuU5TITB",,,,,en,,,jmwanyiker,6753,471,349,,COVID19,idriselba,"kampala, Uganda",
